Processing 866 markdown files...
path,size,lines,last_modified,location,suggested_state,topic,notes
".agent-os/specs/spec-20251026-autonomous-strategy-execution/TASK-GROUP-1-SUMMARY.md",15326,471,2025-10-27,agent-os-hidden,historical,general,""
".agent-os/specs/spec-20251026-autonomous-strategy-execution/task-group-6-summary.md",21650,646,2025-10-27,agent-os-hidden,historical,general,""
".agent-os/specs/spec-20251026-autonomous-strategy-execution/tasks.md",32552,749,2025-10-27,agent-os-hidden,historical,general,""
".agent-os/specs/spec-20251026-autonomous-strategy-execution/TESTING_GUIDE.md",19574,679,2025-10-27,agent-os-hidden,historical,general,""
".agent-os/specs/spec-20251026-strategy-builder-enhancements/IMPLEMENTATION-SUMMARY.md",14186,523,2025-10-27,agent-os-hidden,historical,general,""
".agent-os/specs/spec-20251026-strategy-builder-enhancements/PHASE1-COMPLETE.md",10342,316,2025-10-27,agent-os-hidden,historical,general,"Marked as "complete""
".agent-os/specs/spec-20251026-strategy-builder-enhancements/planning/position-sizing-prompt.md",9766,321,2025-10-27,agent-os-hidden,historical,general,""
".agent-os/specs/spec-20251026-strategy-builder-enhancements/planning/requirements.md",25294,739,2025-10-27,agent-os-hidden,historical,general,""
".agent-os/specs/spec-20251026-strategy-builder-enhancements/RELEASE-NOTES.md",10110,348,2025-10-27,agent-os-hidden,historical,general,""
".agent-os/specs/spec-20251026-strategy-builder-enhancements/spec.md",103135,3140,2025-10-27,agent-os-hidden,historical,general,""
".agent-os/specs/spec-20251026-strategy-builder-enhancements/TASK-GROUP-19-SUMMARY.md",6424,223,2025-10-27,agent-os-hidden,historical,general,"Numbered iteration"
".agent-os/specs/spec-20251026-strategy-builder-enhancements/tasks.md",54616,1271,2025-10-27,agent-os-hidden,historical,general,""
".agent-os/specs/whale-activity-insiders-feature.md",28613,1052,2025-10-21,agent-os-hidden,historical,general,""
".agent-os/ux-research/whale-activity-insiders-user-needs-analysis.md",65630,1693,2025-10-21,agent-os-hidden,historical,general,""
"agent-os/specs/2025-10-28-backend-setup/planning/acceptance-criteria.md",13128,448,2025-10-29,agent-os-visible,historical,general,""
"agent-os/specs/2025-10-28-backend-setup/planning/critical-bugs.md",7713,264,2025-10-29,agent-os-visible,historical,general,"Urgent/critical"
"agent-os/specs/2025-10-28-backend-setup/planning/deliverables.md",12247,552,2025-10-29,agent-os-visible,historical,general,""
"agent-os/specs/2025-10-28-backend-setup/planning/raw-idea.md",1426,41,2025-10-28,agent-os-visible,historical,general,""
"agent-os/specs/2025-10-28-backend-setup/planning/requirements.md",11067,222,2025-10-29,agent-os-visible,historical,general,""
"agent-os/specs/2025-10-28-backend-setup/planning/runbook.md",42559,1608,2025-10-29,agent-os-visible,historical,general,""
"agent-os/specs/2025-10-28-backend-setup/planning/SUMMARY.md",7195,262,2025-10-29,agent-os-visible,historical,general,""
"agent-os/specs/2025-10-28-backend-setup/spec.md",30064,878,2025-10-29,agent-os-visible,historical,general,""
"agent-os/specs/2025-10-28-backend-setup/tasks.md",42624,1011,2025-10-29,agent-os-visible,historical,general,""
"agent-os/standards/backend/api.md",1044,11,2025-10-27,agent-os-visible,historical,api,""
"agent-os/standards/backend/migrations.md",826,10,2025-10-27,agent-os-visible,historical,general,""
"agent-os/standards/backend/models.md",897,11,2025-10-27,agent-os-visible,historical,general,""
"agent-os/standards/backend/queries.md",830,10,2025-10-27,agent-os-visible,historical,general,""
"agent-os/standards/frontend/accessibility.md",948,11,2025-10-27,agent-os-visible,historical,general,""
"agent-os/standards/frontend/components.md",1000,12,2025-10-27,agent-os-visible,historical,general,""
"agent-os/standards/frontend/css.md",663,8,2025-10-27,agent-os-visible,historical,general,""
"agent-os/standards/frontend/responsive.md",1096,12,2025-10-27,agent-os-visible,historical,general,""
"agent-os/standards/global/coding-style.md",1043,11,2025-10-27,agent-os-visible,historical,general,""
"agent-os/standards/global/commenting.md",440,6,2025-10-27,agent-os-visible,historical,general,""
"agent-os/standards/global/conventions.md",1145,12,2025-10-27,agent-os-visible,historical,general,""
"agent-os/standards/global/error-handling.md",941,10,2025-10-27,agent-os-visible,historical,general,""
"agent-os/standards/global/tech-stack.md",1182,32,2025-10-27,agent-os-visible,historical,general,""
"agent-os/standards/global/validation.md",1081,12,2025-10-27,agent-os-visible,historical,general,""
"agent-os/standards/testing/test-writing.md",1125,10,2025-10-27,agent-os-visible,historical,general,""
"docs/api/endpoints-summary.md",12717,474,2025-10-29,docs,canonical,general,""
"docs/api/endpoints.md",4626,189,2025-10-29,docs,canonical,general,""
"docs/ARCHITECTURE_OVERVIEW.md",20356,630,2025-10-25,docs,canonical,architecture,""
"docs/architecture-plan-v1.md",57638,2051,2025-10-29,docs,canonical,architecture,""
"docs/COPY_TRADING_MODES_COMPLETE.md",7998,286,2025-10-29,docs,canonical,general,"Marked as "complete""
"docs/copy-trading-modes-architecture.md",10016,430,2025-10-29,docs,canonical,architecture,""
"docs/CRON_REFRESH_SETUP.md",2173,52,2025-11-10,docs,canonical,general,""
"docs/elite-copy-trading-strategy-analysis.md",12551,342,2025-10-29,docs,canonical,general,""
"docs/features/copy-trading/application-guide.md",7724,264,2025-10-29,docs,canonical,general,""
"docs/features/copy-trading/category-strategy-guide.md",14196,406,2025-10-29,docs,canonical,general,""
"docs/features/copy-trading/integration-guide.md",9088,292,2025-10-29,docs,canonical,general,""
"docs/features/copy-trading/migration-guide.md",9664,335,2025-10-29,docs,canonical,general,""
"docs/features/copy-trading/scottys-strategy-guide.md",13713,393,2025-10-29,docs,canonical,general,""
"docs/features/enrichment-pipeline/architecture.md",23962,947,2025-10-29,docs,canonical,architecture,""
"docs/features/enrichment-pipeline/deployment-checklist.md",9434,370,2025-10-29,docs,canonical,general,""
"docs/features/enrichment-pipeline/full-enrichment-summary.md",7086,237,2025-10-29,docs,canonical,general,""
"docs/features/enrichment-pipeline/overnight-instructions.md",6674,236,2025-10-29,docs,canonical,general,""
"docs/features/enrichment-pipeline/quick-reference.md",3748,151,2025-10-29,docs,canonical,general,"Reference doc"
"docs/features/enrichment-pipeline/runbook.md",9939,426,2025-10-29,docs,canonical,general,""
"docs/features/enrichment-pipeline/system-summary.md",14558,519,2025-10-29,docs,canonical,general,""
"docs/features/enrichment-pipeline/trade-enrichment.md",15231,496,2025-10-29,docs,canonical,trading,""
"docs/features/metrics/metrics-detailed.md",16414,639,2025-10-29,docs,canonical,general,""
"docs/features/metrics/metrics-overview.md",9986,381,2025-10-29,docs,canonical,general,""
"docs/features/metrics/omega-scoring.md",6933,266,2025-10-29,docs,canonical,general,""
"docs/features/metrics/owrr-smart-money-signal.md",8412,341,2025-10-29,docs,canonical,general,""
"docs/features/metrics/pnl-calculation.md",4858,124,2025-10-29,docs,canonical,pnl,""
"docs/features/metrics/quick-start-pnl-engine.md",3246,115,2025-10-29,docs,canonical,pnl,""
"docs/features/metrics/tier1-calculator.md",13985,529,2025-10-29,docs,canonical,general,""
"docs/features/metrics/tier1-formulas.md",9947,429,2025-10-29,docs,canonical,general,""
"docs/features/metrics/trust-score-spec.md",16352,530,2025-10-29,docs,canonical,general,""
"docs/features/metrics/wallet-metrics-by-category.md",9717,344,2025-10-29,docs,canonical,wallet,""
"docs/features/smart-money-signals/austin-methodology.md",9421,383,2025-10-29,docs,canonical,general,""
"docs/features/smart-money-signals/market-sii-system.md",9558,397,2025-10-29,docs,canonical,market,""
"docs/features/smart-money-signals/smart-money-flow-runbook.md",14748,420,2025-10-29,docs,canonical,general,""
"docs/features/strategy-builder/architecture.md",17574,423,2025-10-29,docs,canonical,architecture,""
"docs/features/strategy-builder/execution-flow.md",22968,702,2025-10-29,docs,canonical,general,""
"docs/features/strategy-builder/formatting-guide.md",8216,371,2025-10-29,docs,canonical,general,""
"docs/features/strategy-builder/momentum-strategy-addendum.md",43919,1284,2025-10-29,docs,canonical,general,""
"docs/features/strategy-builder/phased-implementation.md",18631,579,2025-10-29,docs,canonical,general,""
"docs/features/strategy-builder/runtime-contract.md",17216,492,2025-10-29,docs,canonical,general,""
"docs/features/strategy-builder/specification.md",54913,2136,2025-10-29,docs,canonical,general,""
"docs/features/strategy-builder/test-momentum-guide.md",14129,472,2025-10-29,docs,canonical,general,""
"docs/features/strategy-builder/wallet-readiness.md",18639,734,2025-10-29,docs,canonical,wallet,""
"docs/features/ui-redesign/components-reference.md",27020,1148,2025-10-29,docs,canonical,general,"Reference doc"
"docs/features/ui-redesign/components-summary.md",8855,337,2025-10-29,docs,canonical,general,""
"docs/features/ui-redesign/executive-summary.md",15359,540,2025-10-29,docs,canonical,general,""
"docs/features/ui-redesign/fixes-summary.md",5027,139,2025-10-29,docs,canonical,general,""
"docs/features/ui-redesign/glow-border-usage.md",5257,186,2025-10-29,docs,canonical,general,""
"docs/features/ui-redesign/implementation-roadmap.md",19950,870,2025-10-29,docs,canonical,general,""
"docs/features/ui-redesign/README.md",12689,424,2025-10-29,docs,canonical,general,""
"docs/features/ui-redesign/visual-comparison.md",47108,595,2025-10-29,docs,canonical,general,""
"docs/features/ui-redesign/wallet-market-detail.md",34282,777,2025-10-29,docs,canonical,wallet,""
"docs/features/wallet-analytics/filtering-system.md",9260,377,2025-10-29,docs,canonical,general,""
"docs/features/wallet-analytics/monitor-file-structure.md",10700,323,2025-10-29,docs,canonical,general,""
"docs/features/wallet-analytics/monitor-implementation-plan.md",45959,1656,2025-10-29,docs,canonical,general,""
"docs/features/wallet-analytics/monitor-summary.md",7869,263,2025-10-29,docs,canonical,general,""
"docs/features/wallet-analytics/setup-progress.md",11103,333,2025-10-29,docs,canonical,general,""
"docs/implementation-plans/action-plan.md",10311,391,2025-10-29,docs,canonical,general,""
"docs/implementation-plans/conversational-build-improvements.md",11272,394,2025-10-29,docs,canonical,general,""
"docs/implementation-plans/integration-summary.md",10249,378,2025-10-29,docs,canonical,general,""
"docs/implementation-plans/parallel-work-options.md",7174,281,2025-10-29,docs,canonical,general,""
"docs/implementation-plans/scope-lock-implementation.md",12530,426,2025-10-29,docs,canonical,general,""
"docs/implementation-plans/updated-implementation-plan.md",9104,341,2025-10-29,docs,canonical,general,""
"docs/migrations/apply-migration-quick-start.md",3580,151,2025-10-29,docs,canonical,general,""
"docs/migrations/execute-copy-trading-migration.md",3849,149,2025-10-29,docs,canonical,general,""
"docs/migrations/MIGRATION_INSTRUCTIONS.md",2096,86,2025-10-29,docs,canonical,general,""
"docs/migrations/quick-start-migration.md",843,41,2025-10-29,docs,canonical,general,""
"docs/operations/deployment/deployment-summary.md",6842,250,2025-10-29,docs,canonical,general,""
"docs/operations/deployment/enable-real-data.md",3040,156,2025-10-29,docs,canonical,general,""
"docs/operations/deployment/integration-guide.md",10855,418,2025-10-29,docs,canonical,general,""
"docs/operations/deployment/launch-guide.md",6638,233,2025-10-29,docs,canonical,general,""
"docs/operations/deployment/production-guide.md",7816,334,2025-10-29,docs,canonical,general,""
"docs/operations/maintenance/egress-optimization.md",4336,175,2025-10-29,docs,canonical,general,""
"docs/operations/maintenance/performance-optimizations.md",11653,443,2025-10-29,docs,canonical,general,""
"docs/operations/maintenance/setup-vs-maintenance-timing.md",6857,232,2025-10-29,docs,canonical,general,""
"docs/operations/runbooks/enrichment.md",9939,426,2025-10-29,docs,canonical,general,""
"docs/operations/runbooks/tier1-runbook.md",12531,507,2025-10-29,docs,canonical,general,""
"docs/operations/troubleshooting/ai-builder-fix.md",8233,308,2025-10-29,docs,canonical,general,""
"docs/operations/troubleshooting/event-links-fix.md",17501,454,2025-10-29,docs,canonical,general,""
"docs/operations/troubleshooting/investigation-findings.md",14116,389,2025-10-29,docs,canonical,general,""
"docs/operations/troubleshooting/kill-switch-coverage.md",8259,274,2025-10-29,docs,canonical,coverage,""
"docs/operations/troubleshooting/quick-fixes.md",1746,60,2025-10-29,docs,canonical,general,""
"docs/operations/troubleshooting/resolution-mystery-solved.md",6649,206,2025-10-29,docs,canonical,resolution,""
"docs/operations/troubleshooting/whale-trades-fix.md",4563,168,2025-10-29,docs,canonical,trading,""
"docs/README.md",1948,75,2025-10-29,docs,canonical,general,""
"docs/REPOSITORY_DOCS_CLEANUP_PLAN.md",5544,114,2025-11-10,docs,canonical,general,""
"docs/SMART_MONEY_COMPLETE.md",9189,327,2025-10-29,docs,canonical,general,"Marked as "complete""
"docs/SMART_MONEY_IMPLEMENTATION_PLAN.md",8728,327,2025-10-29,docs,canonical,general,""
"docs/smart-money-market-strategy-design.md",13732,547,2025-10-29,docs,canonical,market,""
"docs/systems/authentication/anonymous-fix.md",4784,207,2025-10-29,docs,canonical,general,""
"docs/systems/authentication/workflow-fix.md",8159,254,2025-10-29,docs,canonical,general,""
"docs/systems/bulk-sync/flow-diagram.md",30220,527,2025-10-29,docs,canonical,general,""
"docs/systems/bulk-sync/quick-reference.md",6280,251,2025-10-29,docs,canonical,general,"Reference doc"
"docs/systems/bulk-sync/README.md",15080,513,2025-10-29,docs,canonical,general,""
"docs/systems/bulk-sync/system-overview.md",12166,449,2025-10-29,docs,canonical,general,""
"docs/systems/bulk-sync/system-summary.md",14139,436,2025-10-29,docs,canonical,general,""
"docs/systems/database/architect-spec.md",119913,4216,2025-10-29,docs,canonical,general,""
"docs/systems/database/complete-schema.md",72670,2333,2025-10-29,docs,canonical,database,"Marked as "complete""
"docs/systems/database/fixes-deployment.md",8252,231,2025-10-29,docs,canonical,general,""
"docs/systems/database/holder-data-issues.md",11564,337,2025-10-29,docs,canonical,general,""
"docs/systems/database/quick-reference.md",11670,363,2025-10-29,docs,canonical,general,"Reference doc"
"docs/systems/database/README.md",9086,240,2025-10-29,docs,canonical,general,""
"docs/systems/database/saturation-fix.md",7675,250,2025-10-29,docs,canonical,general,""
"docs/systems/database/structure.md",56852,1614,2025-10-29,docs,canonical,general,""
"docs/systems/goldsky/batch-api.md",12022,481,2025-10-29,docs,canonical,api,""
"docs/systems/goldsky/batch-optimization.md",11370,387,2025-10-29,docs,canonical,general,""
"docs/systems/goldsky/batch-solution.md",12073,458,2025-10-29,docs,canonical,general,""
"docs/systems/goldsky/performance-comparison.md",7747,325,2025-10-29,docs,canonical,general,""
"docs/systems/polymarket/api-reference.md",11510,504,2025-10-29,docs,canonical,api,"Reference doc"
"docs/systems/polymarket/integration-guide.md",25517,1013,2025-10-29,docs,canonical,general,""
"docs/systems/polymarket/integration-summary.md",9100,365,2025-10-29,docs,canonical,general,""
"docs/systems/polymarket/quick-start.md",8075,344,2025-10-29,docs,canonical,general,""
"docs/systems/polymarket/sync-progress.md",4639,156,2025-10-29,docs,canonical,general,""
"docs/target-tech-spec.md",364907,10045,2025-10-29,docs,canonical,general,""
"docs/archive/completed-features/AUSTIN_METHODOLOGY_COMPLETE.md",12489,502,2025-10-29,docs,historical,general,"Marked as "complete""
"docs/archive/completed-features/AUTONOMOUS_EXECUTION_INTEGRATION_COMPLETE.md",12363,404,2025-10-29,docs,historical,general,"Marked as "complete""
"docs/archive/completed-features/CANONICAL_PNL_ENGINE_COMPLETE.md",13369,418,2025-10-29,docs,historical,pnl,"Marked as "complete""
"docs/archive/completed-features/CLICKHOUSE_SETUP_COMPLETE.md",2851,113,2025-10-29,docs,historical,general,"Marked as "complete""
"docs/archive/completed-features/COMPLETE_TRADING_WORKFLOWS.md",12989,440,2025-10-29,docs,historical,general,"Marked as "complete""
"docs/archive/completed-features/COPY_TRADING_COMPLETE.md",12887,548,2025-10-29,docs,historical,general,"Marked as "complete""
"docs/archive/completed-features/DIRECTIONAL_CONVICTION_COMPLETE.md",14324,509,2025-10-29,docs,historical,general,"Marked as "complete""
"docs/archive/completed-features/ETL_PIPELINE_COMPLETE.md",10517,336,2025-10-29,docs,historical,pipeline,"Marked as "complete""
"docs/archive/completed-features/EVENT_COLUMNS_MIGRATION_COMPLETE.md",6664,235,2025-10-29,docs,historical,general,"Marked as "complete""
"docs/archive/completed-features/FINAL_IMPLEMENTATION_COMPLETE.md",10737,389,2025-10-29,docs,historical,general,"Marked as "final"; Marked as "complete""
"docs/archive/completed-features/IMPLEMENTATION_COMPLETE.md",15315,568,2025-10-29,docs,historical,general,"Marked as "complete""
"docs/archive/completed-features/OMEGA_LEADERBOARD_COMPLETE.md",5704,161,2025-10-29,docs,historical,general,"Marked as "complete""
"docs/archive/completed-features/OWRR_IMPLEMENTATION_COMPLETE.md",6867,269,2025-10-29,docs,historical,general,"Marked as "complete""
"docs/archive/completed-features/PARALLEL_WORK_SESSION_COMPLETE.md",14439,447,2025-10-29,docs,historical,general,"Marked as "complete""
"docs/archive/completed-features/PATH_B_ENRICHMENT_FIXES_COMPLETE.md",5465,179,2025-10-29,docs,historical,general,"Marked as "complete""
"docs/archive/completed-features/PHASE1_METRICS_COMPLETE.md",12904,470,2025-10-29,docs,historical,general,"Marked as "complete""
"docs/archive/completed-features/PHASE1_METRICS_IMPLEMENTATION_COMPLETE.md",10669,328,2025-10-29,docs,historical,general,"Marked as "complete""
